id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
120491,IRQ-2014-3-1076-64,2014,True,Clear,3,1076,506,IS - Civilians,1076,973,IS - Civilians,1076,234,IS,9999,1,Civilians,1,"""Agence France Presse,2014-08-06,Fresh jihadist attacks in north Iraq send Christians fleeing""",Agence France Presse,2014-08-06,Fresh jihadist attacks in north Iraq send Christians fleeing,Chaldean patriarch Louis Sako,2,Mosul town,"Mosul town (Tal Kayf village, just north of)",Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,08/06/2014 00:00:00,08/06/2014 00:00:00,0,0,1,0,1,1,1,
120492,IRQ-2014-1-448-361,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""Agence France Presse,2014-08-06,Kurds unite to oust Iraq jihadists, rescue stranded civilians""",Agence France Presse,2014-08-06,"Kurds unite to oust Iraq jihadists, rescue stranded civilians",Security sources and witnesses,5,Road between Arbil town and Mosul town,Road between Mosul and Arbil,,,36.272468,43.673281,POINT (43.673281 36.272468),181888,Iraq,645,Middle East,1,1,08/06/2014 00:00:00,08/06/2014 00:00:00,1,1,0,0,2,2,2,
120493,IRQ-2014-1-448-362,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""Agence France Presse,2014-08-06,Kurds unite to oust Iraq jihadists, rescue stranded civilians""",Agence France Presse,2014-08-06,"Kurds unite to oust Iraq jihadists, rescue stranded civilians",A police captain and a local doctor,2,Al ‘Az̧īm town,Azim town (valley),Diyālá province,Qaḑā’ al Khāliş,34.275441,44.538533,POINT (44.538533 34.275441),179010,Iraq,645,Middle East,1,1,08/06/2014 00:00:00,08/06/2014 00:00:00,7,3,0,0,10,10,10,
120495,IRQ-2014-3-1076-65,2014,True,Clear,3,1076,506,IS - Civilians,1076,973,IS - Civilians,1076,234,IS,9999,1,Civilians,2,"""Agence France Presse,2014-08-06,Baghdad car bombs kill at least 12: police"";""Reuters News,2014-08-06,Death toll from Baghdad car bombs rises to 47 - police""",Agence France Presse;Reuters News,2014-08-06;2014-08-06,Baghdad car bombs kill at least 12: police;Death toll from Baghdad car bombs rises to 47 - police,Police and medical sources,1,Baghdād city,Baghdad city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,08/06/2014 00:00:00,08/06/2014 00:00:00,0,0,47,0,47,47,47,
120496,IRQ-2014-1-448-363,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""Reuters News,2014-08-06,Iraqi government air strike on Islamic State court kills 60""",Reuters News,2014-08-06,Iraqi government air strike on Islamic State court kills 60,The office of the prime minister's military spokesman,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,08/06/2014 00:00:00,08/06/2014 00:00:00,0,1,0,59,60,60,60,
120498,IRQ-2014-1-448-364,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""Agence France Presse,2014-08-07,Joint effort to break jihadist siege of Iraqi Turkmen town""",Agence France Presse,2014-08-07,Joint effort to break jihadist siege of Iraqi Turkmen town,A regional security official and a peshmerga source,1,Amirlī town,Amerli town,Şalāḩ ad Dīn province,Tooz district,34.725584,44.584533,POINT (44.584533 34.725584),179730,Iraq,645,Middle East,1,1,08/07/2014 00:00:00,08/07/2014 00:00:00,6,0,0,0,6,6,6,
120499,IRQ-2014-3-1076-66,2014,True,Clear,3,1076,506,IS - Civilians,1076,973,IS - Civilians,1076,234,IS,9999,1,Civilians,2,"""Reuters News,2014-08-07,Car bombs in Iraq's Kirkuk kills nine people"";""Reuters News,2014-08-07,UN chief urges international community to help Iraq govt, people""",Reuters News;Reuters News,2014-08-07;2014-08-07,"Car bombs in Iraq's Kirkuk kills nine people;UN chief urges international community to help Iraq govt, people",Police and medical sources,1,Kirkūk town,Kirkuk town,Kirkūk province,Qaḑā’ Kirkūk,35.468056,44.392222,POINT (44.392222 35.468056),180449,Iraq,645,Middle East,1,1,08/07/2014 00:00:00,08/07/2014 00:00:00,0,0,11,0,11,11,11,
120500,IRQ-2014-3-1076-67,2014,True,Clear,3,1076,506,IS - Civilians,1076,973,IS - Civilians,1076,234,IS,9999,1,Civilians,2,"""Reuters News,2014-08-07,Suicide bomber kills 14 in Shi'ite area of Baghdad"";""BBC Monitoring Middle East,2014-08-08,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 08 Aug 14""",Reuters News;BBC Monitoring Middle East,2014-08-07;2014-08-08,Suicide bomber kills 14 in Shi'ite area of Baghdad;Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 08 Aug 14,Police and medical sources,1,Baghdād city,Baghdad city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,08/07/2014 00:00:00,08/07/2014 00:00:00,0,0,0,32,32,32,32,
120502,IRQ-2014-1-448-365,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,2,"""BBC Monitoring Middle East,2014-08-07,Iraq: Programme summary of Kurdish NRT Satellite TV news 1900 gmt 05 Aug 14"";""BBC Monitoring Middle East,2014-08-08,Iraq: Programme summary of Kurdish NRT satellite TV news 1800 gmt 6 Aug 14""",BBC Monitoring Middle East;BBC Monitoring Middle East,2014-08-07;2014-08-08,Iraq: Programme summary of Kurdish NRT Satellite TV news 1900 gmt 05 Aug 14;Iraq: Programme summary of Kurdish NRT satellite TV news 1800 gmt 6 Aug 14," NRT TV, Sulaymaniyah",3,Qaḑā’ Makhmūr,"Makhmur district (Gwer town area)

",Arbīl province,Qaḑā’ Makhmūr,35.750000,43.650000,POINT (43.650000 35.750000),181168,Iraq,645,Middle East,2,2,08/07/2014 00:00:00,08/08/2014 00:00:00,1,15,0,0,16,16,16,
120503,IRQ-2014-3-1076-68.1,2014,True,Clear,3,1076,506,IS - Civilians,1076,973,IS - Civilians,1076,234,IS,9999,1,Civilians,1,"""BBC Monitoring Middle East,2014-08-07,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 7 Aug 14""",BBC Monitoring Middle East,2014-08-07,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 7 Aug 14,Kurdish News Network satellite TV,1,Al Ḩamdānīyah town,Al Ḩamdānīyah town,Nīnawá province,Qaḑā’ al Ḩamdānīyah,35.957170,41.505928,POINT (41.505928 35.957170),181164,Iraq,645,Middle East,1,1,08/07/2014 00:00:00,08/07/2014 00:00:00,0,0,3,0,3,2,3,
120504,IRQ-2014-3-1076-68.2,2014,True,Clear,3,1076,506,IS - Civilians,1076,973,IS - Civilians,1076,234,IS,9999,1,Civilians,1,"""BBC Monitoring Middle East,2014-08-07,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 7 Aug 14""",BBC Monitoring Middle East,2014-08-07,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 7 Aug 14,Kurdish News Network satellite TV,1,Al Ḩamdānīyah town,Al Ḩamdānīyah town,Nīnawá province,Qaḑā’ al Ḩamdānīyah,35.957170,41.505928,POINT (41.505928 35.957170),181164,Iraq,645,Middle East,1,1,08/07/2014 00:00:00,08/07/2014 00:00:00,0,0,2,0,2,3,2,
120506,IRQ-2014-1-448-366.1,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-08,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 8 Aug 14""",BBC Monitoring Middle East,2014-08-08,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 8 Aug 14,Gali Kurdistan,1,Ḩawījah town,Huwayjah town,Kirkūk province,Qaḑā’ al Ḩawījah,35.324934,43.768621,POINT (43.768621 35.324934),180448,Iraq,645,Middle East,1,1,08/08/2014 00:00:00,08/08/2014 00:00:00,0,13,0,0,13,12,13,
120507,IRQ-2014-1-448-366.2,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-08,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 8 Aug 14""",BBC Monitoring Middle East,2014-08-08,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 8 Aug 14,Gali Kurdistan,3,Qaḑā’ Makhmūr,Makhmur district (Gwer town),Arbīl province,Qaḑā’ Makhmūr,35.750000,43.650000,POINT (43.650000 35.750000),181168,Iraq,645,Middle East,1,1,08/08/2014 00:00:00,08/08/2014 00:00:00,0,12,0,0,12,13,12,
120508,IRQ-2014-1-448-367,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-08,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 08 Aug 14""",BBC Monitoring Middle East,2014-08-08,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 08 Aug 14,Kurdish News Network satellite TV,1,Makhmūr town,Makhmūr town,Arbīl province,Qaḑā’ Makhmūr,35.776217,43.579738,POINT (43.579738 35.776217),181168,Iraq,645,Middle East,1,1,08/08/2014 00:00:00,08/08/2014 00:00:00,0,15,0,0,15,15,15,
120509,IRQ-2014-1-448-368,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""Agence France Presse,2014-08-08,US strikes IS targets in Iraq with drones and jets""",Agence France Presse,2014-08-08,US strikes IS targets in Iraq with drones and jets,Pentagon,1,Arbīl town,Arbil town (near),Arbīl province,Qaḑā’ Arbīl,36.192573,44.010620,POINT (44.010620 36.192573),181889,Iraq,645,Middle East,1,1,08/08/2014 00:00:00,08/08/2014 00:00:00,0,3,0,0,3,3,3,
120511,IRQ-2014-1-448-369,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""Reuters News,2014-08-09,WRAPUP 3-Islamist rebels repairing Mosul dam, Kurds in rush to arms""",Reuters News,2014-08-09,"WRAPUP 3-Islamist rebels repairing Mosul dam, Kurds in rush to arms",Police and medical sources,1,Al Madā’in town,Madaen town,Baghdād province,Al Madā’in district,33.150000,44.616667,POINT (44.616667 33.150000),177570,Iraq,645,Middle East,1,1,08/09/2014 00:00:00,08/09/2014 00:00:00,1,0,2,0,3,3,0,
120512,IRQ-2014-1-448-370,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-09,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 9 Aug 14""",BBC Monitoring Middle East,2014-08-09,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 9 Aug 14,Kurdish News Network satellite TV,1,Jalawlā’ town,Jalawla town,Diyālá province,Qaḑā’ Khānaqīn,34.277248,45.177861,POINT (45.177861 34.277248),179011,Iraq,645,Middle East,1,1,08/09/2014 00:00:00,08/09/2014 00:00:00,0,20,0,0,20,20,20,
120513,IRQ-2014-1-448-371,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-10,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 10 Aug 14""",BBC Monitoring Middle East,2014-08-10,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 10 Aug 14,Peshmerga forces and officials,1,Ţūzkhūrmātū town,Tuzkhurmatu town,Şalāḩ ad Dīn province,Tooz district,34.888083,44.632564,POINT (44.632564 34.888083),179730,Iraq,645,Middle East,1,1,08/10/2014 00:00:00,08/10/2014 00:00:00,0,3,0,0,3,3,3,
120515,IRQ-2014-1-448-372.1,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-10,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 10 Aug 14""",BBC Monitoring Middle East,2014-08-10,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 10 Aug 14,Gali Kurdistan Satellite TV,1,Jalawlā’ town,Jalawla town,Diyālá province,Qaḑā’ Khānaqīn,34.277248,45.177861,POINT (45.177861 34.277248),179011,Iraq,645,Middle East,1,1,08/10/2014 00:00:00,08/10/2014 00:00:00,0,9,0,0,9,8,9,
120516,IRQ-2014-1-448-372.2,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-10,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 10 Aug 14""",BBC Monitoring Middle East,2014-08-10,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 10 Aug 14,Gali Kurdistan Satellite TV,1,As Sa‘dīyah town,Sa'diyah town,Diyālá province,Qaḑā’ Khānaqīn,34.187488,45.117456,POINT (45.117456 34.187488),179011,Iraq,645,Middle East,1,1,08/10/2014 00:00:00,08/10/2014 00:00:00,0,8,0,0,8,9,8,
120521,IRQ-2014-1-448-373,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""Reuters News,2014-08-10,Suicide bomber kills 10 Kurdish fighters in Iraq""",Reuters News,2014-08-10,Suicide bomber kills 10 Kurdish fighters in Iraq,Medical sources,1,Jalawlā’ town,Jalawla town,Diyālá province,Qaḑā’ Khānaqīn,34.277248,45.177861,POINT (45.177861 34.277248),179011,Iraq,645,Middle East,1,1,08/10/2014 00:00:00,08/10/2014 00:00:00,10,1,0,0,11,11,11,
120522,IRQ-2014-1-448-374,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-11,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 10 Aug 14""",BBC Monitoring Middle East,2014-08-11,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 10 Aug 14,Kurdish News Network satellite TV,1,Jalawlā’ town,Jalawla town,Diyālá province,Qaḑā’ Khānaqīn,34.277248,45.177861,POINT (45.177861 34.277248),179011,Iraq,645,Middle East,1,1,08/10/2014 00:00:00,08/10/2014 00:00:00,0,16,0,0,16,16,16,
120523,IRQ-2014-1-448-375,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-12,Iraq: Programme summary of Kurdish NRT Satellite TV news 1800 gmt 10 Aug 14""",BBC Monitoring Middle East,2014-08-12,Iraq: Programme summary of Kurdish NRT Satellite TV news 1800 gmt 10 Aug 14,Kurdistan Region Peshmerga ministry spokesman Haljurd Hikmat,1,Makhmūr town,Makhmūr town,Arbīl province,Qaḑā’ Makhmūr,35.776217,43.579738,POINT (43.579738 35.776217),181168,Iraq,645,Middle East,1,1,08/12/2014 00:00:00,08/12/2014 00:00:00,0,18,0,0,18,18,18,
120524,IRQ-2014-1-448-376,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-12,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 12 Aug 14""",BBC Monitoring Middle East,2014-08-12,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 12 Aug 14,Gali Kurdistan Satellite TV,1,Ţūzkhūrmātū town,Tuzkhurmatu town,Şalāḩ ad Dīn province,Tooz district,34.888083,44.632564,POINT (44.632564 34.888083),179730,Iraq,645,Middle East,1,1,08/12/2014 00:00:00,08/12/2014 00:00:00,0,4,0,0,4,4,4,
120525,IRQ-2014-3-1076-69,2014,True,Clear,3,1076,506,IS - Civilians,1076,973,IS - Civilians,1076,234,IS,9999,1,Civilians,2,"""Reuters News,2014-08-12,Car bombs kill 12 people in Baghdad"";""Reuters News,2014-08-13,WRAPUP 5-U.S. ready to help new Iraq leader, Iran welcomes choice""",Reuters News;Reuters News,2014-08-12;2014-08-13,"Car bombs kill 12 people in Baghdad;WRAPUP 5-U.S. ready to help new Iraq leader, Iran welcomes choice",Police,1,Baghdād city,Baghdad city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,08/12/2014 00:00:00,08/12/2014 00:00:00,0,0,0,17,17,17,17,
120527,IRQ-2014-3-1076-70,2014,True,Clear,3,1076,506,IS - Civilians,1076,973,IS - Civilians,1076,234,IS,9999,1,Civilians,1,"""Reuters News,2014-08-13,Car bomb in eastern Baghdad kills at least 10 -police, medical sources""",Reuters News,2014-08-13,"Car bomb in eastern Baghdad kills at least 10 -police, medical sources",Police and medical sources,1,Baghdād city,Baghdad city,Baghdād province,,33.340582,44.400876,POINT (44.400876 33.340582),177569,Iraq,645,Middle East,1,1,08/13/2014 00:00:00,08/13/2014 00:00:00,0,0,0,10,10,10,10,
120529,IRQ-2014-3-1076-71,2014,True,Clear,3,1076,506,IS - Civilians,1076,973,IS - Civilians,1076,234,IS,9999,1,Civilians,1,"""Agence France Presse,2014-08-15,Iraq jihadists destroy Shiite mosque, execute muezzin""",Agence France Presse,2014-08-15,"Iraq jihadists destroy Shiite mosque, execute muezzin",Witnesses and a regional police chief,1,Jalawlā’ town,Jalawla town,Diyālá province,Qaḑā’ Khānaqīn,34.277248,45.177861,POINT (45.177861 34.277248),179011,Iraq,645,Middle East,1,1,08/15/2014 00:00:00,08/15/2014 00:00:00,0,0,1,0,1,1,1,
120530,IRQ-2014-1-448-377,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""Agence France Presse,2014-08-15,Iraq Sunni tribes take up arms against jihadists""",Agence France Presse,2014-08-15,Iraq Sunni tribes take up arms against jihadists,Anbar police chief,4,Al Anbār province,Anbar province,Al Anbār province,,33.000000,41.750000,POINT (41.750000 33.000000),177564,Iraq,645,Middle East,1,1,08/15/2014 00:00:00,08/15/2014 00:00:00,0,12,0,0,12,12,12,
120531,IRQ-2014-3-1076-72,2014,True,Clear,3,1076,506,IS - Civilians,1076,973,IS - Civilians,1076,234,IS,9999,1,Civilians,4,"""Reuters News,2014-08-15,UPDATE 1-Islamic State ""massacres"" 80 Yazidis in north Iraq -officials"";""Agence France Presse,2014-08-16,UN moves against Iraq Islamists amid reports of massacre"";""BBC Monitoring Middle East,2014-08-17,Iraqi survivor says ISIS killed 200 Yazidis, kidnapped 500 women - website"";""Amnesty International,2014-09-02,Ethnic cleansing on a historic scale The Islamic State’s systematic targeting of minorities in northern Iraq""",Reuters News;Agence France Presse;BBC Monitoring Middle East;Amnesty International,2014-08-15;2014-08-16;2014-08-17;2014-09-02,"UPDATE 1-Islamic State ""massacres"" 80 Yazidis in north Iraq -officials;UN moves against Iraq Islamists amid reports of massacre;Iraqi survivor says ISIS killed 200 Yazidis, kidnapped 500 women - website;Ethnic cleansing on a historic scale The Islamic State’s systematic targeting of minorities in northern Iraq",Yazidi lawmaker and two Kurdish officials,2,Sinjār town,Sinjar town (Kocho village 15 km from Sinjar town /Kuju village),Nīnawá province,Sinjār district,36.320901,41.876562,POINT (41.876562 36.320901),181884,Iraq,645,Middle East,1,1,08/15/2014 00:00:00,08/15/2014 00:00:00,0,0,100,0,100,400,100,
120650,IRN-2011-1-459-28,2011,True,Clear,1,1-143,338,Iran:Government,459,754,Government of Iran - PJAK,630,114,Government of Iran,1152,309,PJAK,1,"""Agence France Presse,2011-07-25,Hundreds displaced by Iran-Iraq Kurd clashes: ICRC""",Agence France Presse,2011-07-25,Hundreds displaced by Iran-Iraq Kurd clashes: ICRC,,4,Arbīl province,,Arbīl province,,36.166667,44.000000,POINT (44.000000 36.166667),181889,Iraq,645,Middle East,1,1,07/23/2011 00:00:00,07/23/2011 00:00:00,0,0,2,0,2,2,2,
120698,IRQ-2014-1-448-223.2,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-06-20,Programme summary of Baghdad-based Al-Iraqiyah TV 1700 gmt 19 Jun""",BBC Monitoring Middle East,2014-06-20,Programme summary of Baghdad-based Al-Iraqiyah TV 1700 gmt 19 Jun,"Al-Iraqiyah TV, Baghdad",3,Qaḑā’ ad Dawr,ad Dawr district (Sitami'ah Dar),Şalāḩ ad Dīn province,Qaḑā’ ad Dawr,34.461883,43.807919,POINT (43.807919 34.461883),179008,Iraq,645,Middle East,2,2,06/18/2014 00:00:00,06/19/2014 00:00:00,0,27,0,0,27,28,27,
120707,IRQ-2014-1-448-378.1,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-16,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 16 Aug 14""",BBC Monitoring Middle East,2014-08-16,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 16 Aug 14,Gali Kurdistan Satellite TV,1,Ḩawījah town,Al-Hawijah town,Kirkūk province,Qaḑā’ al Ḩawījah,35.324934,43.768621,POINT (43.768621 35.324934),180448,Iraq,645,Middle East,1,2,08/15/2014 00:00:00,08/16/2014 00:00:00,0,13,0,0,13,12,13,
120708,IRQ-2014-1-448-378.2,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-16,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 16 Aug 14""",BBC Monitoring Middle East,2014-08-16,Iraq: Programme summary of Gali Kurdistan Satellite TV news 0800 gmt 16 Aug 14,Gali Kurdistan Satellite TV,3,Qaḑā’ Makhmūr,Makhmur district (Gwer town),Arbīl province,Qaḑā’ Makhmūr,35.750000,43.650000,POINT (43.650000 35.750000),181168,Iraq,645,Middle East,1,2,08/15/2014 00:00:00,08/16/2014 00:00:00,0,12,0,0,12,13,12,
120710,IRQ-2014-1-448-379,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,3,"""Agence France Presse,2014-08-16,Kurds fight to retake Iraq's largest dam after 'massacre'"";""Agence France Presse,2014-08-16,US confirms airstrikes near Mosul dam, Arbil"";""BBC Monitoring Middle East,2014-08-18,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 18 Aug 14""",Agence France Presse;Agence France Presse;BBC Monitoring Middle East,2014-08-16;2014-08-16;2014-08-18,"Kurds fight to retake Iraq's largest dam after 'massacre';US confirms airstrikes near Mosul dam, Arbil;Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 18 Aug 14","Major General, Kurdish News Network satellite TV",1,Mosul Dam Lake,Mosul dam,Nīnawá province,Qaḑā’ Tall ‘Afar,36.621513,42.817747,POINT (42.817747 36.621513),182606,Iraq,645,Middle East,1,1,08/16/2014 00:00:00,08/16/2014 00:00:00,0,400,0,0,400,400,400,
120713,IRQ-2014-1-448-380,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-20,Iraqi army ""withdrew"" from Tikrit - website""",BBC Monitoring Middle East,2014-08-20,"Iraqi army ""withdrew"" from Tikrit - website",The military source,1,Tikrīt town,Tikrit town,Şalāḩ ad Dīn province,Qaḑā’ Tikrīt,34.615807,43.678606,POINT (43.678606 34.615807),179728,Iraq,645,Middle East,1,1,08/20/2014 00:00:00,08/20/2014 00:00:00,1,0,0,0,1,1,1,
120714,IRQ-2014-1-448-381,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-21,Al-Jazeera reports views ISIS-related security developments in Iraq, Syria""",BBC Monitoring Middle East,2014-08-21,"Al-Jazeera reports views ISIS-related security developments in Iraq, Syria",Al-Jazeera TV,2,Zummār town,Zummar town (sub-district),Nīnawá province,Qaḑā’ Tall ‘Afar,36.766667,42.633333,POINT (42.633333 36.766667),182606,Iraq,645,Middle East,1,1,08/20/2014 00:00:00,08/20/2014 00:00:00,0,15,0,0,15,15,15,
120716,IRQ-2014-1-448-383,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,1,"""BBC Monitoring Middle East,2014-08-21,Iraq: Programme summary of Kurdish NRT Satellite TV news 1900 gmt 20 Aug 14""",BBC Monitoring Middle East,2014-08-21,Iraq: Programme summary of Kurdish NRT Satellite TV news 1900 gmt 20 Aug 14,"NRT TV, Sulaymaniyah",1,Jalawlā’ town,Jalawla town (area),Diyālá province,Qaḑā’ Khānaqīn,34.277248,45.177861,POINT (45.177861 34.277248),179011,Iraq,645,Middle East,1,1,08/21/2014 00:00:00,08/21/2014 00:00:00,1,3,0,0,4,4,4,
120718,IRQ-2014-1-448-384,2014,True,Clear,1,1-62,259,Iraq:Government,448,524,Government of Iraq - IS,645,116,Government of Iraq,1076,234,IS,2,"""Agence France Presse,2014-08-22,Kurds launch attack to retake Iraq town of Jalawla from IS"";""BBC Monitoring Middle East,2014-08-22,Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 22 Aug 14""",Agence France Presse;BBC Monitoring Middle East,2014-08-22;2014-08-22,Kurds launch attack to retake Iraq town of Jalawla from IS;Iraq: Programme summary of Kurdish KNN Satellite TV news 1300 gmt 22 Aug 14,Patriotic Union of Kurdistan (PUK) party official,1,Jalawlā’ town,Jalawla town,Diyālá province,Qaḑā’ Khānaqīn,34.277248,45.177861,POINT (45.177861 34.277248),179011,Iraq,645,Middle East,1,1,08/22/2014 00:00:00,08/22/2014 00:00:00,3,20,0,0,23,23,23,
120719,IRQ-2014-3-1076-73,2014,True,Clear,3,1076,506,IS - Civilians,1076,973,IS - Civilians,1076,234,IS,9999,1,Civilians,1,"""Reuters News,2014-08-22,Islamic State militants stone man to death in Iraq - witnesses""",Reuters News,2014-08-22,Islamic State militants stone man to death in Iraq - witnesses,Witnesses,1,Mosul town,Mosul town,Nīnawá province,Qaḑā’ al Mawşil,36.335000,43.118889,POINT (43.118889 36.335000),181887,Iraq,645,Middle East,1,1,08/21/2014 00:00:00,08/21/2014 00:00:00,0,0,1,0,1,1,1,
